Event Month,Event Start,Event End,State,County,NERC Region (N),Alert Criteria (N),Event Type (N),Demand Loss (MW),Number of Customers Affected
November,2021-11-15 11:00:00,2021-11-17 06:00:00,Washington,Whatcom County,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,90000
November,2021-11-15 11:00:00,2021-11-17 06:00:00,Washington,Thurston County,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,90000
November,2021-11-15 11:00:00,2021-11-17 06:00:00,Washington,Pierce County,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,90000
November,2021-11-16 00:42:00,2021-11-16 07:35:00,California,Los Angeles County,WECC,"Damage or destruction of a Facility within its Reliability Coordinator Area, Balancing Authority Area or Transmission Operator Area that results in action(s) to avoid a Bulk Electric System Emergency.",Suspicious Activity,0,0
November,2021-11-16 17:37:00,2021-11-16 18:21:00,Maryland,Baltimore County,RF,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,System Operations,0,0
November,2021-11-17 12:43:00,2021-11-17 13:25:00,Michigan,Wexford County,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
November,2021-11-17 13:12:00,,Colorado,Larimer County,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0
November,2021-11-21 10:00:00,2021-11-21 10:01:00,Wisconsin,,"MRO,RF",Cyber Security Incident that was an attempt to compromise a High or Medium Impact Bulk Electric System Cyber System or their associated Electronic Access Control or Monitoring Systems,Cyber Event,0,0
November,2021-11-24 10:00:00,2021-11-26 10:21:00,California,Riverside County,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,81406
November,2021-11-24 10:00:00,2021-11-26 10:21:00,California,Ventura County,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,81406
November,2021-11-24 10:00:00,2021-11-26 10:21:00,California,San Bernardino County,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,81406
November,2021-11-24 10:00:00,2021-11-26 10:21:00,California,Orange County,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,81406
November,2021-11-24 10:00:00,2021-11-26 10:21:00,California,Los Angeles County,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,81406
November,2021-11-30 06:46:00,2021-11-30 06:47:00,North Carolina,,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",System Operations,0,0
November,2021-11-30 06:46:00,2021-11-30 06:47:00,South Carolina,,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",System Operations,0,0
November,2021-11-30 06:52:00,2021-11-30 07:25:00,Texas,Cameron County,TRE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
November,2021-11-30 13:47:00,2021-11-30 14:21:00,California,,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,System Operations,10,6000
November,2021-11-30 05:00:00,2021-11-30 05:01:00,Oregon,Multnomah County,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
November,2021-11-30 05:00:00,2021-11-30 05:01:00,Washington,,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
November,2021-11-30 05:00:00,2021-11-30 05:01:00,Idaho,,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
November,2021-11-30 05:00:00,2021-11-30 05:01:00,Utah,,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
November,2021-11-30 05:00:00,2021-11-30 05:01:00,Wyoming,,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
December,2021-12-01 10:04:00,2021-12-01 13:08:00,Wisconsin,Eau Claire County,MRO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
December,2021-12-02 10:33:00,2021-12-02 13:10:00,Texas,,TRE,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
December,2021-12-07 14:33:00,2021-12-07 15:40:00,Indiana,Putnam County,RF,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0
December,2021-12-08 09:04:00,2021-12-08 09:35:00,New York,Broome County,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
December,2021-12-10 12:06:00,2021-12-10 13:07:00,Idaho,Ada County,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
December,2021-12-11 03:13:00,2021-12-15 15:30:00,Tennessee,Davidson County,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,177,107344
December,2021-12-11 03:13:00,2021-12-15 15:30:00,Tennessee,Sumner County,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,177,107344
December,2021-12-11 18:16:00,2021-12-13 17:00:00,New York,,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,103000
December,2021-12-11 11:13:00,2021-12-12 23:06:00,Michigan,,MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,182410
December,2021-12-11 10:30:00,2021-12-11 15:00:00,Michigan,Van Buren County,MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,159947
December,2021-12-11 10:30:00,2021-12-11 15:00:00,Michigan,Gladwin County,MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,159947
December,2021-12-11 10:30:00,2021-12-11 15:00:00,Michigan,Montcalm County,MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,159947
December,2021-12-11 10:30:00,2021-12-11 15:00:00,Michigan,Branch County,MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,159947
December,2021-12-11 10:30:00,2021-12-11 15:00:00,Michigan,Allegan County,MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,159947
December,2021-12-11 10:30:00,2021-12-11 15:00:00,Michigan,Ionia County,MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,159947
December,2021-12-11 10:30:00,2021-12-11 15:00:00,Michigan,Newaygo County,MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,159947
December,2021-12-11 10:30:00,2021-12-11 15:00:00,Michigan,Mecosta County,MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,159947
December,2021-12-11 10:30:00,2021-12-11 15:00:00,Michigan,Lake County,MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,159947
December,2021-12-11 10:30:00,2021-12-11 15:00:00,Michigan,Midland County,MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,159947
December,2021-12-11 10:30:00,2021-12-11 15:00:00,Michigan,Ogemaw County,MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,159947
December,2021-12-11 10:30:00,2021-12-11 15:00:00,Michigan,Osceola County,MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,159947
December,2021-12-11 10:30:00,2021-12-11 15:00:00,Michigan,Tuscola County,MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,159947
December,2021-12-12 06:14:00,2021-12-12 06:40:00,Louisiana,De Soto Parish,SERC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,36,Unknown
December,2021-12-14 07:28:00,2021-12-14 13:43:00,California,Humboldt County,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Severe Weather,120,65994
December,2021-12-14 09:39:00,2021-12-14 09:48:00,Washington,Chelan County,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",System Operations,0,0
December,2021-12-15 19:00:00,2021-12-16 03:00:00,Kansas,,MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,174000
December,2021-12-15 18:00:00,2021-12-16 09:00:00,Iowa,,MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,134000
December,2021-12-15 18:00:00,2021-12-16 09:00:00,Wisconsin,,MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,134000
December,2021-12-15 16:37:00,2021-12-16 11:30:00,Missouri,,"SERC,MRO","Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,258000
December,2021-12-15 16:37:00,2021-12-16 11:30:00,Kansas,,"SERC,MRO","Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,258000
December,2021-12-15 20:00:00,,Wisconsin,,MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,80000
December,2021-12-15 20:00:00,,Wisconsin,,MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,156000
December,2021-12-15 21:00:00,,Iowa,,MRO,"Damage or destruction of a Facility within its Reliability Coordinator Area, Balancing Authority Area or Transmission Operator Area that results in action(s) to avoid a Bulk Electric System Emergency.",Severe Weather,Unknown,Unknown
December,2021-12-15 21:00:00,,Minnesota,,MRO,"Damage or destruction of a Facility within its Reliability Coordinator Area, Balancing Authority Area or Transmission Operator Area that results in action(s) to avoid a Bulk Electric System Emergency.",Severe Weather,Unknown,Unknown
December,2021-12-15 15:56:00,2021-12-15 17:27:00,Nebraska,Burt County,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",System Operations,5,Unknown
December,2021-12-15 16:37:00,,Missouri,,"SERC,MRO","Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,Unknown
December,2021-12-15 16:37:00,,Kansas,,"SERC,MRO","Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,Unknown
December,2021-12-16 06:00:00,2021-12-16 20:00:00,Michigan,Antrim County,MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,200675
